product_id;product_code;product_desc;product_subgroup_desc;product_group_desc;product_subcat_desc;product_cat_desc
42143;ecommercend_platinum;Ecommerce Platinum;Webshop;Webshop;eCommerce;Applications
42401;hypvvps_small;VPS Small;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
42402;hypvvpsup_band1tb;Traffic 1 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
42881;dompictures;Domain;Domain Names;Domainnames;Domain Names;Domains
43483;hypv3up_plesk10;hypv3up_plesk10;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43502;hypv3up_hdd40gb;Hard disk 40 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43503;hypv3up_ram2gb;Ram 2 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43681;hypv3up_ram16gb;hypv3up_ram16gb;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
130147;dmndregsslw;richiesta, attivazione e configurazione certificato ssl di tipo wildcard domain;SSL certificates;SSL certificates;SSL certificates;Hosting
130156;locpresjp;presenza locale .jp per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
130157;locpresma;presenza locale .ma per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
130158;locpressg;presenza locale .sg per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
130461;adultblock;AdultBlock Protection;Domain services;Domain services;Domain Names;Domains
130643;domcomcn;Domain;Domain Names;Domainnames;Domain Names;Domains
130645;domnetcn;Domain;Domain Names;Domainnames;Domain Names;Domains
66281;domfishing;Domain;Domain Names;Domainnames;Domain Names;Domains
68541;domvip;Domain;Domain Names;Domainnames;Domain Names;Domains
70405;sdomcouk;Basic Domain;Domain Names;Domainnames;Domain Names;Domains
70503;efree_fee_social;Mantenimento annuale Sito Web SOCIAL;Consultancy services;Consultancy services;Consultancy services;Other
88821;regtube;Domain;Domain Names;Domainnames;Domain Names;Domains
91082;regapp;Pack Domain;Domain Names;Domainnames;Domain Names;Domains
75061;backup_srv_50gb;Servidor Backup 50GB;Backup and security;Backup and security;Professional Hosting;Hosting
82581;email1ox1q10;email1ox1q10;Basic E-mail;Business E-mail;Communication;Applications
101201;deds2_dellsf3;deds2_dellsf3;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
"164202;combsh_wpman5;""Managed WordPress Start "";WordPress Hosting;Wordpress & Other CMS hosting;Shared hosting;Hosting,,,,";;;;;;
164441;combsh_wp10;WordPress Business;WordPress Hosting;Wordpress & Other CMS hosting;Shared hosting;Hosting
164442;combsh_wp20;WordPress Digital;WordPress Hosting;Wordpress & Other CMS hosting;Shared hosting;Hosting
164444;combsh_wp5;WordPress Start;WordPress Hosting;Wordpress & Other CMS hosting;Shared hosting;Hosting
121261;deds2up_w19_10c_std;deds2up_w19_10c_std;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
135981;hypvvps2_xl_5;VPS XL - SSD5;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135982;hypvvps2up_cpu16;16 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135983;hypvvps2up_hdd240;Hard disk 240 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135984;hypvvps2up_ram32;Ram 32 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
120941;chgengineering;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
52301;hypv3up_ipv4_1;1 IPv4 address;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
57061;chgonline;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
125786;codi3gb;Conservazione sulla PEC - Upgrade spazio a 3GB;Certified E-mail;Business E-mail;Communication;Applications
127481;spid_eidup_pg;SpidItalia uso professionale Persona Giuridica;Other add-on services;Other add-on services;Other add-on services;Other
129441;deds4up_ipv4_8;8 Indirizzi IPv4 aggiuntivi;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
129501;domxn--p1ai;Domain;Domain Names;Domainnames;Domain Names;Domains
129581;dominua;Domain;Domain Names;Domainnames;Domain Names;Domains
129762;dmndabigboxalias;alias di posta per dominio abigbox;Basic E-mail;Business E-mail;Communication;Applications
129763;dmnddirprot;protezione directory web;Website Hosting;Website hosting;Basic Hosting;Hosting
129764;dmndemailplus;webmail, imap, antivirus e antispam con gestione della quarantena integrata.;Basic E-mail;Business E-mail;Communication;Applications
129768;dmndmail1000;100 caselle di posta da 10 mb (o 1000 mb da distribuire);Basic E-mail;Business E-mail;Communication;Applications
1320;domcomgi;Domain;Domain Names;Domainnames;Domain Names;Domains
1322;domcomhk;Domain;Domain Names;Domainnames;Domain Names;Domains
1323;domcomhr;Domain;Domain Names;Domainnames;Domain Names;Domains
1325;domcommt;Domain;Domain Names;Domainnames;Domain Names;Domains
1326;domcommx;Domain;Domain Names;Domainnames;Domain Names;Domains
1329;domcomni;Domain;Domain Names;Domainnames;Domain Names;Domains
1331;domcompa;Domain;Domain Names;Domainnames;Domain Names;Domains
1333;domcompl;Domain;Domain Names;Domainnames;Domain Names;Domains
1335;domcompt;Domain;Domain Names;Domainnames;Domain Names;Domains
1336;domcomro;Domain;Domain Names;Domainnames;Domain Names;Domains
1337;domcomsg;Domain;Domain Names;Domainnames;Domain Names;Domains
1340;domcomtr;Domain;Domain Names;Domainnames;Domain Names;Domains
1341;domcomtw;Domain;Domain Names;Domainnames;Domain Names;Domains
1342;domcomua;Domain;Domain Names;Domainnames;Domain Names;Domains
1343;domcomve;Domain;Domain Names;Domainnames;Domain Names;Domains
1344;domcomvn;Domain;Domain Names;Domainnames;Domain Names;Domains
1345;domcoop2;Domain;Domain Names;Domainnames;Domain Names;Domains
1349;dominfo2;Domain;Domain Names;Domainnames;Domain Names;Domains
446;domsg;Domain;Domain Names;Domainnames;Domain Names;Domains
448;domsi;Domain;Domain Names;Domainnames;Domain Names;Domains
450;domsk;Domain;Domain Names;Domainnames;Domain Names;Domains
451;domsl;Domain;Domain Names;Domainnames;Domain Names;Domains
452;domsm;Domain;Domain Names;Domainnames;Domain Names;Domains
453;domsn;Domain;Domain Names;Domainnames;Domain Names;Domains
456;domst;Domain;Domain Names;Domainnames;Domain Names;Domains
457;domsu;Domain;Domain Names;Domainnames;Domain Names;Domains
458;domsv;Domain;Domain Names;Domainnames;Domain Names;Domains
463;domtf;Domain;Domain Names;Domainnames;Domain Names;Domains
465;domth;Domain;Domain Names;Domainnames;Domain Names;Domains
467;domtk;Domain;Domain Names;Domainnames;Domain Names;Domains
469;domtm;Domain;Domain Names;Domainnames;Domain Names;Domains
470;domtn;Domain;Domain Names;Domainnames;Domain Names;Domains
471;domto;Domain;Domain Names;Domainnames;Domain Names;Domains
473;domtr;Domain;Domain Names;Domainnames;Domain Names;Domains
475;domtv;Domain;Domain Names;Domainnames;Domain Names;Domains
476;domtw;Domain;Domain Names;Domainnames;Domain Names;Domains
478;domua;Domain;Domain Names;Domainnames;Domain Names;Domains
479;domug;Domain;Domain Names;Domainnames;Domain Names;Domains
480;domuk;Domain;Domain Names;Domainnames;Domain Names;Domains
482;domus;Domain;Domain Names;Domainnames;Domain Names;Domains
483;domuy;Domain;Domain Names;Domainnames;Domain Names;Domains
1538;locpresbr;Local presence .br per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
1539;locpresca;Local presence .ca  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1540;locprescl;Local presence .cl per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
1542;locprescy;Local presence .cy for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1543;locpresfi;Local presence .fi  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1545;locpreshk;Local presence .hk  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1546;locpresid;Local presence .id  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1547;locpreskr;Local presence .kr  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1548;locpreskw;Local presence .kw for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1549;locpresmy;Local presence .my per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
1550;locpresno;Local presence .no  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1551;locprespy;Local presence .py per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
1553;locpressk;Local presence .sk per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
1555;locpresuy;Local presence .uy per il dominio $domains{domain};Domain services;Domain services;Domain Names;Domains
1560;pec_setup;Setup fee pec;Certified E-mail;Business E-mail;Communication;Applications
1829;upg_sreg2reg;Upgrade Dominio;Domain services;Domain services;Domain Names;Domains
1833;wcreator_pro;WebSite Professional;SiteBuilder;SiteBuilder;Other Applications;Applications
1838;brokerage_fee;Domain Brokerage Service;Domain services;Domain services;Domain Names;Domains
1839;certmail_plus;PEC Plus;Certified E-mail;Business E-mail;Communication;Applications
1859;dedsup_ram8gb;Ram 8 GB;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
25801;email2048;email2048;Basic E-mail;Business E-mail;Communication;Applications
26221;chgownuno;Change Ownership;Domain services;Domain services;Domain Names;Domains
26961;regclub;Domain;Domain Names;Domainnames;Domain Names;Domains
27441;email3ox1q2;3 email address 2GB of space;Basic E-mail;Business E-mail;Communication;Applications
27502;chgowntechnology;Change Ownership;Domain services;Domain services;Domain Names;Domains
27901;regsocial;Domain;Domain Names;Domainnames;Domain Names;Domains
27961;authsmtp10000;10000 daily sendings;Basic E-mail;Business E-mail;Communication;Applications
24101;email5ox1q5;5 email addresses 5GB of space;Basic E-mail;Business E-mail;Communication;Applications
24822;regacademy;Domain;Domain Names;Domainnames;Domain Names;Domains
41065;domtokyo;Domain;Domain Names;Domainnames;Domain Names;Domains
34581;dominternational;Domain;Domain Names;Domainnames;Domain Names;Domains
34662;regparis;regparis;Domain Names;Domainnames;Domain Names;Domains
34681;regeus;Pack Domain;Domain Names;Domainnames;Domain Names;Domains
34701;domtechnology;Domain;Domain Names;Domainnames;Domain Names;Domains
34686;regnetwork;Pack Domain;Domain Names;Domainnames;Domain Names;Domains
35041;domgallery;Domain;Domain Names;Domainnames;Domain Names;Domains
35081;domestate;domestate;Domain Names;Domainnames;Domain Names;Domains
35101;domholdings;Domain;Domain Names;Domainnames;Domain Names;Domains
35701;spepack_seo_starter;SEO Adv Power;Other add-on services;Other add-on services;Other add-on services;Other
47982;regsoccer;Domain;Domain Names;Domainnames;Domain Names;Domains
48342;cpanelappwp10;Hosting Wordpress;Website Hosting;Website hosting;Basic Hosting;Hosting
41464;regdesign;regdesign;Domain Names;Domainnames;Domain Names;Domains
41701;domwebcam;domwebcam;Domain Names;Domainnames;Domain Names;Domains
42281;domcards;Domain;Domain Names;Domainnames;Domain Names;Domains
42481;hypvvps_large;VPS Large;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
42482;hypvvps_medium;VPS Medium;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43161;chgconsulting;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
110701;deds4up_managed;Managed Server Service;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
58521;email1000ox1q2;1000 email addresses 2GB of space;Basic E-mail;Business E-mail;Communication;Applications
61441;domdog;Domain;Domain Names;Domainnames;Domain Names;Domains
61442;domsex;Domain;Domain Names;Domainnames;Domain Names;Domains
64501;reggames;Domain;Domain Names;Domainnames;Domain Names;Domains
65161;sslcert_sslwebsrvev;SSL Certificate Web Server with EV;SSL certificates;SSL certificates;SSL certificates;Hosting
66021;asspremium_pec10gb;PEC spazio aggiuntivo 10GB;Certified E-mail;Business E-mail;Communication;Applications
130861;dmndabigbox10025gb;100 caselle di posta alta capacità da 25 gb ognuna;Basic E-mail;Business E-mail;Communication;Applications
130873;dmndspazio10;dominiando spazio 10 (10 mb web, 1 email);Website Hosting;Website hosting;Basic Hosting;Hosting
130876;dmndweb2000;2000 mb spazio web;Website Hosting;Website hosting;Basic Hosting;Hosting
58241;backup_srv_ag2;Server Backup 2 Agent;Backup and security;Backup and security;Professional Hosting;Hosting
81521;deds2up_assflat;Assistenza Flat;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
98381;domapp;Domain;Domain Names;Domainnames;Domain Names;Domains
120021;chgownvin;Change Ownership;Registry Services;Domain services;Domain Names;Domains
130901;dmndanasvr2;affitto mensile server virtuale dedicato per ospitalità sito areanapoli.it;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
139901;sslcert_pos_dv_san;SSL Certificate PositiveSSL DV Multi-Domain;SSL certificates;SSL certificates;SSL certificates;Hosting
61721;dommovie;Domain;Domain Names;Domainnames;Domain Names;Domains
62081;chgownstore;Change Ownership;Domain services;Domain services;Domain Names;Domains
64161;domlive;Domain;Domain Names;Domainnames;Domain Names;Domains
69021;sslcert_rapid_srv;sslcert_rapid_srv;SSL certificates;SSL certificates;SSL certificates;Hosting
71121;sregch;Domain Express;Domain Names;Domainnames;Domain Names;Domains
74781;deds2up_w16_8c_std;Windows 2016 Standard (fino a 8 core);Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
75661;deds2up_w16_10c_std;deds2up_w16_10c_std;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
144201;domsalon;Domain;Domain Names;Domainnames;Domain Names;Domains
145861;spid_lv3;Livello 3 SPID;Other add-on services;Other add-on services;Other add-on services;Other
56741;deds2up_ram_ddr4_32;deds2up_ram_ddr4_32;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
62041;domteam;Domain;Domain Names;Domainnames;Domain Names;Domains
106181;chgownmoney;Change Ownership;Registry Services;Domain services;Domain Names;Domains
111902;chgfish;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
115942;domdev;Domain;Domain Names;Domainnames;Domain Names;Domains
1215;chgownno;Change Ownership;Domain services;Domain services;Domain Names;Domains
1227;chgownpl;Change Ownership;Domain services;Domain services;Domain Names;Domains
1232;chgownpt;Change Ownership;Domain services;Domain services;Domain Names;Domains
1237;chgownro;Change Ownership;Domain services;Domain services;Domain Names;Domains
1239;chgownru;Change Ownership;Domain services;Domain services;Domain Names;Domains
1245;chgownse;Change Ownership;Domain services;Domain services;Domain Names;Domains
1246;chgownsg;Change Ownership;Domain services;Domain services;Domain Names;Domains
1252;chgownsm;Change Ownership;Domain services;Domain services;Domain Names;Domains
1268;chgowntm;Change Ownership;Domain services;Domain services;Domain Names;Domains
644;regmn;Domain;Domain Names;Domainnames;Domain Names;Domains
650;regmt;Domain;Domain Names;Domainnames;Domain Names;Domains
654;regmx;Domain;Domain Names;Domainnames;Domain Names;Domains
655;regmy;Domain;Domain Names;Domainnames;Domain Names;Domains
663;regnl;Domain;Domain Names;Domainnames;Domain Names;Domains
668;regnz;Domain;Domain Names;Domainnames;Domain Names;Domains
671;regpe;Domain;Domain Names;Domainnames;Domain Names;Domains
675;regpk;Domain;Domain Names;Domainnames;Domain Names;Domains
676;regpl;Domain;Domain Names;Domainnames;Domain Names;Domains
1910;ecommerce_free;eCommerce Free;Webshop;Webshop;eCommerce;Applications
1913;gtldmonitoring;Gtld Monitoring;Domain services;Domain services;Domain Names;Domains
1919;host_nd_lx_pro;Hosting Professional Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1922;host_nd_ws_pro;Hosting Professional Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1925;reallocdom_tax;Tasse e diritti per riassegnazione dominio;Domain services;Domain services;Domain Names;Domains
1747;spamvirdom1;Antivirus/spam for 1 Domain;Basic E-mail;Business E-mail;Communication;Applications
1758;brandopinion;Brand Opinion;Domain services;Domain services;Domain Names;Domains
22461;sslcert_ssl123;SSL Certificate SSL123;SSL certificates;SSL certificates;SSL certificates;Hosting
22986;regestate;Domain;Domain Names;Domainnames;Domain Names;Domains
22988;reggraphics;Domain;Domain Names;Domainnames;Domain Names;Domains
18341;dedsup_win2012;Windows Server 2012 Standard;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
19265;backupspace512;Backup Space 512GB;Backup and security;Backup and security;Professional Hosting;Hosting
1151;chgownie;Change Ownership;Domain services;Domain services;Domain Names;Domains
32082;domcombd;Domain;Domain Names;Domainnames;Domain Names;Domains
32401;host_app_jml3;Joomla 3 CMS;Shared hosting;Shared hosting;Shared hosting;Hosting
32661;chgagency;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
32841;chgwebsite;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
33083;host_app_presta;Prestashop Ecommerce;Shared hosting;Shared hosting;Shared hosting;Hosting
33142;regnyc;Domain;Domain Names;Domainnames;Domain Names;Domains
33201;sdombiz;Domain Express;Domain Names;Domainnames;Domain Names;Domains
33342;reghealthcare;Domain;Domain Names;Domainnames;Domain Names;Domains
33332;spepack_key_pro;Keyword Adv Professional;Other add-on services;Other add-on services;Other add-on services;Other
28861;email3ox1q10;3 email addresses 10GB of space;Basic E-mail;Business E-mail;Communication;Applications
29521;regbest;regbest;Domain Names;Domainnames;Domain Names;Domains
46281;reglove;Domain;Domain Names;Domainnames;Domain Names;Domains
46541;domcash;Domain;Domain Names;Domainnames;Domain Names;Domains
47021;domwebsite;Domain;Domain Names;Domainnames;Domain Names;Domains
47162;chginvestments;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
47401;domfinancial;Domain;Domain Names;Domainnames;Domain Names;Domains
47521;sslcert_rapidssl;SSL Certificate Rapid SSL;SSL certificates;SSL certificates;SSL certificates;Hosting
47801;regonline;regonline;Domain Names;Domainnames;Domain Names;Domains
70901;domboats;Domain;Domain Names;Domainnames;Domain Names;Domains
58602;backup_srv_500gb;Backup Server 500GB;Backup and security;Backup and security;Professional Hosting;Hosting
135061;hypvvps2_l_4;VPS L - SSD4;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135062;hypvvps2up_bandunl;Traffic Unlimited;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135063;hypvvps2up_cpu8;8 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135064;hypvvps2up_hdd160;Hard disk 160 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135065;hypvvps2up_linux;Linux OS;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135066;hypvvps2up_ram16;Ram 16 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135067;hypvvps2up_windows;Windows OS;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135068;hypvvps2_xs_1;VPS XS - SSD1;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135069;hypvvps2up_band3;Traffic 3 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135070;hypvvps2up_cpu1;1 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135071;hypvvps2up_hdd20;Hard disk 20 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
63041;domone;Domain;Domain Names;Domainnames;Domain Names;Domains
68001;deds2up_c_xe3_1225v3;Intel® Xeon® CPU E3-1225v3@ 3.20GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
72661;regfun;Domain;Domain Names;Domainnames;Domain Names;Domains
94361;duda_shop_20;Simply Shop Professional;Webshop;Webshop;eCommerce;Applications
105801;ass_shop;Premium Support  Simply Site and Shop;Consultancy services;Consultancy services;Consultancy services;Other
110002;deds4up_band_30tb;30 TB/mese;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
110004;deds4up_port1gb;1 Gb/s Network Port;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
165823;asstel61;Assistance by phone - 60 minutes;Other add-on services;Other add-on services;Other add-on services;Other
66401;chgownsrl;Change Ownership;Domain services;Domain services;Domain Names;Domains
66461;deds2up_band_unl;Unlimited Traffic;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
66462;regblog;Domain;Domain Names;Domainnames;Domain Names;Domains
82141;deds2_dellds63_5;deds2_dellds63_5;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
82142;deds2up_c_xe3_1240v6;deds2up_c_xe3_1240v6;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
98764;sitonline_pre;Sitonline Premium;SiteBuilder;SiteBuilder;Other Applications;Applications
98765;sitonline_pro;Sitonline Professional;SiteBuilder;SiteBuilder;Other Applications;Applications
98766;sitonline_start;Sitonline Start;SiteBuilder;SiteBuilder;Other Applications;Applications
107561;deds2_dellsfo26;Dell PowerEdge T130;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
109611;deds4up_w19_8c_std;Windows Server 2019 Standard Edition (Up to 8 Core);Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
32;chgbr;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
39;chgca;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
40;chgcc;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
44;chgch;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
47;chgcl;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
49;chgcn;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
50;chgco;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
57;chgde;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
563;regeg;Domain;Domain Names;Domainnames;Domain Names;Domains
566;reges;Domain;Domain Names;Domainnames;Domain Names;Domains
568;regeu;Domain;Domain Names;Domainnames;Domain Names;Domains
569;regfi;Domain;Domain Names;Domainnames;Domain Names;Domains
574;regfr;Domain;Domain Names;Domainnames;Domain Names;Domains
575;regga;Domain;Domain Names;Domainnames;Domain Names;Domains
577;regge;Domain;Domain Names;Domainnames;Domain Names;Domains
587;reggr;Domain;Domain Names;Domainnames;Domain Names;Domains
593;reghk;Domain;Domain Names;Domainnames;Domain Names;Domains
596;reghr;Domain;Domain Names;Domainnames;Domain Names;Domains
600;regie;Domain;Domain Names;Domainnames;Domain Names;Domains
601;regil;Domain;Domain Names;Domainnames;Domain Names;Domains
1885;recoverdomcom;recoverdomcom;Domain Names;Domainnames;Domain Names;Domains
1899;wcreator_free;WebSite - Courtesy page;SiteBuilder;SiteBuilder;Other Applications;Applications
1900;brandaudit_pro;Brand Audit Professional;Domain services;Domain services;Domain Names;Domains
1903;dedsup_plesk30;Plesk 30 domains;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
1904;dedsup_ram16gb;Ram 16 GB;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
1905;dedsup_windows;Windows Server;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
1704;host_app_wp;host_app_wp;Shared hosting;Shared hosting;Shared hosting;Hosting
1705;host_lx_pro;Hosting Professional Linux nodomain revamp;Shared hosting;Shared hosting;Shared hosting;Hosting
1707;host_ws_pro;Hosting Professional Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1708;hostingws20;Hosting Developer Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1709;hostingws50;Hosting Developer Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1711;hostndlx150;Hosting Business Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1713;hostndws150;Hosting Business Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1714;info_update;Information Update;Domain services;Domain services;Domain Names;Domains
1720;locconcomar;Local contact .com.ar  for domain  $domains{domain};Domain services;Domain services;Domain Names;Domains
1722;locconcomom;Local contact com.om for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
1597;chgowncouk;Change Ownership;Domain services;Domain services;Domain Names;Domains
1205;chgownmx;Change Ownership;Domain services;Domain services;Domain Names;Domains
1189;chgownme;Change Ownership;Domain services;Domain services;Domain Names;Domains
33401;chgcare;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
33423;hypv2_base;Virtual Server;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33425;hypv2up_cpu1;1 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33427;hypv2up_plesk10;Plesk 10 domains;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33525;domarchi;domarchi;Domain Names;Domainnames;Domain Names;Domains
33881;hypv2up_cpu4;hypv2up_cpu4;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33883;hypv2up_hdd120gb;hypv2up_hdd120gb;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33884;hypv2up_ram16gb;hypv2up_ram16gb;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
33941;hypv2up_plesk30;hypv2up_plesk30;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43702;cpanelmono20;Hosting Linux Advanced;Website Hosting;Website hosting;Basic Hosting;Hosting
43841;domcapital;domcapital;Domain Names;Domainnames;Domain Names;Domains
43943;hypv3up_plesk30;Plesk 30 domains;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
44742;reggreen;Domain;Domain Names;Domainnames;Domain Names;Domains
44861;chgowndigital;Change Ownership;Domain services;Domain services;Domain Names;Domains
45824;domuniversity;Domain;Domain Names;Domainnames;Domain Names;Domains
46301;chgdesign;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
46482;chgownadult;Change Ownership;Registry Services;Domain services;Domain Names;Domains
46483;chgownporn;Change Ownership;Registry Services;Domain services;Domain Names;Domains
47361;domfinance;Domain;Domain Names;Domainnames;Domain Names;Domains
47501;domcredit;Domain;Domain Names;Domainnames;Domain Names;Domains
47502;domcreditcard;Domain;Domain Names;Domainnames;Domain Names;Domains
48622;domstyle;Domain;Domain Names;Domainnames;Domain Names;Domains
135072;hypvvps2up_ram1;Ram 1 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135073;hypvvps2_s_2;VPS S - SSD2;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135074;hypvvps2up_band4;Traffic 4 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135075;hypvvps2up_cpu2;2 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135076;hypvvps2up_hdd40;Hard disk 40 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135077;hypvvps2up_plsk10;Plesk 10 domains;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135078;hypvvps2up_ram4;Ram 4 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
137061;hypvvps2up_plskunl;Plesk Unlimited;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
98421;design_simplyshop;SimplyShop - Personalizzazione;Managed Services;Managed Services;Professional Hosting;Hosting
119303;deds2up_w19_8c_std;Windows 2019 Standard (up to 8 core);Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
130121;dmndredirect;dominiando redirect (web e email o dns);Domain services;Domain services;Domain Names;Domains
72101;domtube;Domain;Domain Names;Domainnames;Domain Names;Domains
115081;chgownfun;Change Ownership;Registry Services;Domain services;Domain Names;Domains
56361;deds2up_rds_cal10;10 Licenses CAL Remote Desktop;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
